paper,time_bin,-1,0,1,2,3,4,5,6,7,8,9,10,11
Evening Standard,2023-01-01,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.5217391304347826,0.043478260869565216,0.0,0.08695652173913043,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0
Evening Standard,2023-04-01,0.1724137931034483,0.034482758620689655,0.3103448275862069,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evening Standard,2023-07-01,0.0,0.25,0.1875,0.0625,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evening Standard,2023-10-01,0.18181818181818182,0.09090909090909091,0.4090909090909091,0.0,0.22727272727272727,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
Evening Standard,2024-01-01,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091
Evening Standard,2024-04-01,0.0,0.0625,0.125,0.0,0.4375,0.0625,0.25,0.0,0.0625,0.0,0.0,0.0,0.0
Evening Standard,2024-07-01,0.12087912087912088,0.0,0.5384615384615384,0.0,0.31868131868131866,0.0,0.01098901098901099,0.01098901098901099,0.0,0.0,0.0,0.0,0.0
Evening Standard,2024-10-01,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.0,0.3181818181818182,0.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0
The Guardian,2020-01-01,0.23809523809523808,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.0,0.047619047619047616
The Guardian,2020-04-01,0.0,0.046511627906976744,0.023255813953488372,0.627906976744186,0.0,0.06976744186046512,0.0,0.0,0.023255813953488372,0.11627906976744186,0.09302325581395349,0.0,0.0
The Guardian,2020-07-01,0.0,0.05,0.025,0.35,0.0,0.05,0.0,0.0,0.475,0.0,0.05,0.0,0.0
The Guardian,2020-10-01,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.125,0.041666666666666664,0.08333333333333333,0.25,0.0,0.20833333333333334,0.0,0.08333333333333333
The Guardian,2021-01-01,0.05714285714285714,0.6,0.04285714285714286,0.04285714285714286,0.0,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.05714285714285714,0.0,0.014285714285714285,0.02857142857142857,0.1
The Guardian,2021-04-01,0.05555555555555555,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.0,0.027777777777777776,0.19444444444444445,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.19444444444444445,0.0,0.0
The Guardian,2021-07-01,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705
The Guardian,2021-10-01,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.13636363636363635,0.0,0.09090909090909091,0.0,0.18181818181818182,0.13636363636363635,0.0,0.0,0.0,0.0
The Guardian,2022-01-01,0.08333333333333333,0.5833333333333334,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0
The Guardian,2022-04-01,0.14285714285714285,0.39285714285714285,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571
The Guardian,2022-07-01,0.05555555555555555,0.3888888888888889,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
The Guardian,2022-10-01,0.0,0.28,0.04,0.0,0.0,0.0,0.2,0.04,0.0,0.24,0.2,0.0,0.0
The Guardian,2023-01-01,0.18181818181818182,0.24242424242424243,0.06060606060606061,0.06060606060606061,0.0,0.030303030303030304,0.06060606060606061,0.12121212121212122,0.0,0.0,0.15151515151515152,0.06060606060606061,0.030303030303030304
The Guardian,2023-04-01,0.047619047619047616,0.23809523809523808,0.23809523809523808,0.14285714285714285,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0
The Guardian,2023-07-01,0.041666666666666664,0.4166666666666667,0.08333333333333333,0.041666666666666664,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333
The Guardian,2023-10-01,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.047619047619047616
The Guardian,2024-01-01,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555,0.0,0.3888888888888889,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
The Guardian,2024-04-01,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.1111111111111111,0.0,0.037037037037037035,0.37037037037037035,0.037037037037037035,0.14814814814814814,0.0,0.037037037037037035,0.0,0.0
The Guardian,2024-07-01,0.045454545454545456,0.18181818181818182,0.4090909090909091,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.18181818181818182
The Guardian,2024-10-01,0.0,0.23076923076923078,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
